Height,X,Y,RSRP,log_dist,rel_alt,az_error,tilt_total,rs_pwr_log,tx_abs_height,rx_abs_height,height_diff,cell_building_ratio,user_building_flag,cl_2,cl_5,cl_6,cl_7,cl_10,cl_11,cl_12,cl_13,cl_14,cell_cl_5,cell_cl_7
0.49999999875,0.6548736462084406,0.3992623328719232,0.5705128205128205,0.9883610703354103,-0.6966283668216467,0.33053730667823356,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.11469534049768117,-0.27522092583138885,0.9999999996188565,1.0,False,True,False,False,False,False,False,False,False,True,False
0.49999999875,0.6469314079413041,0.39603503918820093,0.4551282051282051,0.9899191256880766,-1.1797825955843722,0.3337523869142421,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.03225806451497283,0.4572736520780601,0.9999999996188565,0.0,False,True,False,False,False,False,False,False,False,True,False
0.49999999875,0.6584837545116845,0.40341171046528035,0.3974358974358974,0.9868070246386881,-0.9382054812030094,0.32983503899266203,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.03584229390552537,0.42542606173417097,0.9999999996188565,0.0,False,True,False,False,False,False,False,False,False,True,False
0.49999999875,0.6592057761723333,0.40387275242009785,0.33974358974358976,0.9866104176119971,-0.9382054812030094,0.3295833317570204,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.03584229390552537,0.42542606173417097,0.9999999996188565,0.0,False,True,False,False,False,False,False,False,False,True,False
0.49999999875,0.659927797832982,0.40248962655564546,0.34192307692307694,0.9869960484012527,-1.1797825955843722,0.32878910949411083,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.03225806451497283,0.4572736520780601,0.9999999996188565,0.0,False,True,False,False,False,False,False,False,False,True,False
0.49999999875,0.6577617328510358,0.40479483632973273,0.28205128205128205,0.9864217684097892,-0.9382054812030094,0.33063390485024274,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.11111111110712862,-0.24337333548749976,0.9999999996188565,1.0,False,True,False,False,False,False,False,False,False,True,False
0.49999999875,0.6512635379051968,0.4006454587363756,0.46153846153846156,0.9881877916249402,-0.45505125244028416,0.33285785592840494,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.11827956988823371,-0.3070685161752779,0.9999999996188565,1.0,False,False,True,False,False,False,False,False,False,True,False
0.49999999875,0.8628158844752883,0.7505763024428302,0.47435897435897434,0.6142932284578496,0.028102976322441058,1.498686898281812,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.05017921146773551,0.29803570035861465,0.9999999996188565,0.0,False,False,False,False,False,False,False,True,False,True,False
0.49999999875,0.8592057761720445,0.7482710926687429,0.5384615384615384,0.5868180516821788,0.028102976322441058,1.5056055886527475,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.11469534049768117,-0.27522092583138885,0.9999999996188565,1.0,False,True,False,False,False,False,False,False,False,True,False
0.49999999875,0.8519855595655567,0.7436606731205683,0.7010256410256411,0.5007331579025881,0.028102976322441058,1.5418267094952862,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.05017921146773551,0.29803570035861465,0.9999999996188565,0.0,False,True,False,False,False,False,False,False,False,True,False
0.49999999875,0.8505415162442591,0.7427385892109334,0.6708974358974359,0.47300505227847967,0.26968009070380367,1.560807755005127,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.05376344085828805,0.2661881100147256,0.9999999996188565,0.0,False,True,False,False,False,False,False,False,False,True,False
0.49999999875,0.8527075812262055,0.7441217150753857,0.7025641025641025,0.5126071669393478,0.028102976322441058,1.5350551804112236,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.05017921146773551,0.29803570035861465,0.9999999996188565,0.0,False,True,False,False,False,False,False,False,False,True,False
0.49999999875,0.8462093862803665,0.7473490087591079,0.8105128205128205,0.519547338351373,0.5112572050851663,1.2850551804112236,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.05734767024884058,0.2343405196708365,0.9999999996188565,0.0,False,False,False,False,False,False,True,False,False,True,False
0.49999999875,0.8425992779771226,0.7450437989850206,0.7546153846153846,0.47188933083032775,0.7528343194665289,1.1593892640332208,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.06093189963939312,0.2024929293269474,0.9999999996188565,0.0,False,True,False,False,False,False,False,False,False,True,False
0.49999999875,0.8483754512623128,0.741355463346481,0.6666666666666666,0.4162278967832018,0.26968009070380367,1.6198058398726554,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.05376344085828805,0.2661881100147256,0.9999999996188565,0.0,False,False,True,False,False,False,False,False,False,True,False
0.49999999875,0.847653429601664,0.7408944213916635,0.5961538461538461,0.3913795863789109,0.26968009070380367,1.6593892640332208,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.12903225805989132,-0.40261128720694517,0.9999999996188565,1.0,False,False,True,False,False,False,False,False,False,True,False
0.49999999875,0.8447653429590689,0.746426924849473,0.8188461538461539,0.5007331579025881,0.5112572050851663,1.2466594741944195,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.05734767024884058,0.2343405196708365,0.9999999996188565,0.0,False,True,False,False,False,False,False,False,False,True,False
0.49999999875,0.8454873646197177,0.7468879668042905,0.8678205128205128,0.5102973756833461,0.5112572050851663,1.2673894575230886,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.05734767024884058,0.2343405196708365,0.9999999996188565,0.0,False,False,False,False,False,False,True,False,False,True,False
0.49999999875,0.8440433212984202,0.7459658828946556,0.7802564102564102,0.4909770796269099,0.5112572050851663,1.2222222222222223,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.05734767024884058,0.2343405196708365,0.9999999996188565,0.0,False,True,False,False,False,False,False,False,False,True,False
0.49999999875,0.8512635379049079,0.7431996311657508,0.7005128205128205,0.4876205076580303,0.26968009070380367,1.5502013525995915,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.05376344085828805,0.2661881100147256,0.9999999996188565,0.0,False,True,False,False,False,False,False,False,False,True,False
0.49999999875,0.8498194945836104,0.7422775472561158,0.6025641025641025,0.4565433396083451,0.26968009070380367,1.574638604571789,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.05376344085828805,0.2661881100147256,0.9999999996188565,0.0,False,True,False,False,False,False,False,False,False,True,False
0.49999999875,0.8606498194933421,0.7491931765783778,0.4551282051282051,0.5985697400396573,0.028102976322441058,1.5024462890611416,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.05017921146773551,0.29803570035861465,0.9999999996188565,0.0,False,False,False,False,False,False,False,True,False,True,False
0.49999999875,0.8418772563164738,0.7445827570302032,0.6876923076923077,0.4634274861472378,0.7528343194665289,1.1198058398726554,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.06093189963939312,0.2024929293269474,0.9999999996188565,0.0,False,True,False,False,False,False,False,False,False,True,False
0.49999999875,0.8469314079410153,0.7478100507139255,0.7884615384615384,0.5284218200851075,0.26968009070380367,1.3002013525995915,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.05376344085828805,0.2661881100147256,0.9999999996188565,0.0,False,True,False,False,False,False,False,False,False,True,False
0.49999999875,0.8433212996377714,0.7455048409398382,0.7106410256410257,0.4812455864010634,0.5112572050851663,1.1933642838459178,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.05734767024884058,0.2343405196708365,0.9999999996188565,0.0,False,True,False,False,False,False,False,False,False,True,False
0.49999999875,0.8490974729229616,0.7418165053012984,0.6367948717948718,0.43779417842543006,0.26968009070380367,1.5933411638130657,0.9999999985714286,0.9999999500000001,0.5333333329777777,0.05376344085828805,0.2661881100147256,0.9999999996188565,0.0,False,True,False,False,False,False,False,False,False,True,False
