date,value,ma_value,lg_ma_value
2022/01/01 13:00,136.0,0.0,1.788875116
2022/01/01 14:00,78.0,0.0,1.679730646
2022/01/01 15:00,110.0,0.0,1.906694111
2022/01/01 16:00,23.0,0.0,2.15075644
2022/01/01 17:00,5.0,0.0,2.352504099
2022/01/01 18:00,17.0,61.5,2.451786436
2022/01/01 19:00,54.0,47.8,2.540746464
2022/01/01 20:00,275.0,80.7,2.600791448
2022/01/01 21:00,475.0,142.0,2.62872942
2022/01/01 22:00,525.0,225.0,2.617175143
2022/01/01 23:00,352.0,283.0,2.586024382
2022/01/02 00:00,403.0,347.0,2.604586015
2022/01/02 01:00,363.0,399.0,2.636822098
2022/01/02 02:00,434.0,425.0,2.696793085
2022/01/02 03:00,408.0,414.0,2.697955466
2022/01/02 04:00,353.0,386.0,2.695189714
2022/01/02 05:00,453.0,402.0,2.681241237
2022/01/02 06:00,589.0,433.0,2.631781873
2022/01/02 07:00,748.0,498.0,2.532966592
2022/01/02 08:00,442.0,499.0,2.366734168
2022/01/02 09:00,389.0,496.0,2.21967183
2022/01/02 10:00,259.0,480.0,2.011429462
2022/01/02 11:00,143.0,428.0,1.794720352
2022/01/02 12:00,66.0,341.0,1.621522471
2022/01/02 13:00,97.0,233.0,1.544068044
2022/01/02 14:00,41.0,166.0,1.500602351
2022/01/02 15:00,10.0,103.0,1.885549675
2022/01/02 16:00,17.0,62.3,2.272228506
2022/01/02 17:00,20.0,41.8,2.376576957
2022/01/02 18:00,25.0,35.0,2.468101062
2022/01/02 19:00,77.0,31.7,2.544688022
2022/01/02 20:00,312.0,76.8,2.589204671
2022/01/02 21:00,672.0,187.0,2.619441184
2022/01/02 22:00,322.0,238.0,2.588831726
2022/01/02 23:00,355.0,294.0,2.592361839
2022/01/03 00:00,365.0,351.0,2.607097432
2022/01/03 01:00,304.0,388.0,2.674554976
2022/01/03 02:00,480.0,416.0,2.72916479
2022/01/03 03:00,502.0,388.0,2.724958186
2022/01/03 04:00,341.0,391.0,2.720985744
2022/01/03 05:00,436.0,405.0,2.717254313
2022/01/03 06:00,773.0,473.0,2.685443152
2022/01/03 07:00,684.0,536.0,2.574031268
2022/01/03 08:00,449.0,531.0,2.444305086
2022/01/03 09:00,473.0,526.0,2.318063335
